windowSec,maxSpeedKmh,maxSpeedEqKmh
5,27.15659582418772,29.10343965766565
10,26.880564340775738,27.315647019525596
15,26.49109833469344,27.179577571871956
20,25.61982653025858,25.86236758577732
30,23.64994606547172,24.58933497035521
60,22.163237412176176,22.352513008163587
120,20.4817574313352,20.67532884792495
180,20.05475525634093,20.348219990671748
300,19.81209033899314,19.866718040919213
600,18.353989212349358,18.181967009697786
900,18.353989212349358,18.181967009697786
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
