windowSec,maxSpeedKmh,maxSpeedEqKmh
5,26.08645828806117,30.530396344001097
10,25.11789580250574,28.221662021916284
15,24.225714779847515,26.019194252267663
20,23.560973649572304,25.12771206389784
30,23.492921854130262,24.016777665286817
60,23.025996964326904,23.223310241713502
120,22.416554574218438,22.59730101712075
180,22.342276322295355,22.424702238039377
300,21.276598804501884,21.421610862443632
600,18.64482116368898,18.645987100450373
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
