windowSec,maxSpeedKmh,maxSpeedEqKmh
5,13.873701383984193,14.855544328607674
10,13.646163321446897,14.388696165404784
15,13.414645763667297,14.056935382286662
20,13.125814391942736,13.615789991735193
30,12.60613123395524,13.112109720323184
60,12.349928102620545,12.469435593440801
120,12.016969461436071,12.313091919897586
180,11.61429617767548,11.968766244909508
300,10.818197065311557,10.943389768112171
600,10.704740002008378,10.810723232311663
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
