windowSec,maxSpeedKmh,maxSpeedEqKmh
5,25.62692177934681,29.161363695173645
10,25.51201224995939,28.661282198924557
15,25.276120248170344,28.185808574023955
20,24.617879422777712,27.499265738920663
30,21.82579351695437,23.616958276263663
60,21.596368421250222,22.470833408047294
120,21.270308940336317,21.745021655839277
180,17.22573973051238,17.49800812853694
300,12.594300729690218,12.655839824072393
600,12.02876500038579,12.180736375102532
900,12.02876500038579,12.180736375102532
1200,11.297057513952861,11.377034298418618
1500,10.610156319199556,10.664778750409718
1800,9.54986606516079,9.614226174376814
2100,9.207087156834042,9.31853274163075
2400,9.207087156834042,9.31853274163075
2700,9.207087156834042,9.31853274163075
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
