windowSec,maxSpeedKmh,maxSpeedEqKmh
5,13.274375116561718,14.564293470609211
10,13.204714305079222,14.221763489005633
15,13.155588254145322,14.005317116766264
20,13.093667961346773,13.745522683222958
30,12.956886611826949,13.571480182274689
60,12.810319621895099,13.292933621525377
120,12.47609149518122,13.044606238369493
180,12.123323903657305,12.697284922608032
300,12.107161366477282,12.625231312566253
600,,
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
