windowSec,maxSpeedKmh,maxSpeedEqKmh
5,10.86854644826438,13.937036518013105
10,10.452220736018075,10.850562724117975
15,10.224267984495908,10.150512285642561
20,10.224267984495908,10.150512285642561
30,9.5967767139524,9.129659576187025
60,7.409157041633074,6.902955281062246
120,6.24181339142774,5.935049626340548
180,,
300,,
600,,
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
