windowSec,maxSpeedKmh,maxSpeedEqKmh
5,21.235103473930348,29.678869763110594
10,20.044997179545906,22.83586465555315
15,19.286647163672217,20.522733402677336
20,18.907960894116584,20.478489310384713
30,18.776125807127034,19.881233093669167
60,17.69265510112606,18.19240108080625
120,17.048263122831433,17.23846757986079
180,17.048263122831433,17.23846757986079
300,16.324422033249625,16.181929242816164
600,,
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
