windowSec,maxSpeedKmh,maxSpeedEqKmh
5,23.223923821123353,27.093480826355325
10,22.745630080233685,24.648648769584987
15,21.709252775075417,23.4728398552492
20,20.832589069497352,21.97198922901191
30,20.391101038288834,21.59828981713643
60,19.75966553376472,20.575560017588977
120,19.585205064841453,20.2411382779517
180,19.527961799133728,19.946045228098995
300,18.98494494309826,19.27454669814981
600,11.473021570845773,11.604677342450508
900,11.473021570845773,11.604677342450508
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
