windowSec,maxSpeedKmh,maxSpeedEqKmh
5,15.183187969325768,19.428110022831284
10,14.204459885146784,16.871674567601893
15,13.306524294465353,15.366247409832358
20,12.866824024073129,14.703688115914622
30,12.512271862636535,13.623237991199296
60,12.137661032409675,12.743488306754836
120,11.889119098188848,12.43312113248103
180,11.759791942528937,12.234888247342488
300,11.533268768150835,12.03279912491725
600,11.346525848070467,11.7756829866538
900,11.346525848070469,11.271848790689676
1200,11.238493563871573,11.180973508176557
1500,11.175271390764653,11.195668285280698
1800,11.166335907349755,11.195668285280698
2100,11.166335907349755,11.195668285280698
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
