windowSec,maxSpeedKmh,maxSpeedEqKmh
5,15.682428714958144,20.15366042042997
10,14.850223405913288,19.820191860666277
15,14.583837699685807,19.60411794836384
20,14.415051253891978,19.40629285826662
30,13.791602476501131,18.374292404799185
60,12.96549749816931,16.209540751845925
120,12.814351582166656,14.742867512940082
180,12.74594846975335,13.78619592129628
300,12.31137306697713,13.442029737908387
600,,
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
