windowSec,maxSpeedKmh,maxSpeedEqKmh
5,12.983299759859827,15.552248407846765
10,12.860542390668906,15.01035646132581
15,12.633037987750393,14.562099705740614
20,12.425139560169573,14.261685633435016
30,12.21415016778375,14.016038649988989
60,12.082336766481985,13.559827171917949
120,11.827076780673071,13.383001922638451
180,11.436955523126327,13.105459194433916
300,11.173001472938461,12.659017744937957
600,10.533456247291458,11.810719426993183
900,10.511991037717399,10.939385102182836
1200,10.443619292394668,10.898540778398718
1500,10.443619292394668,10.898540778398718
1800,10.443619292394667,10.898540778398718
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
