windowSec,maxSpeedKmh,maxSpeedEqKmh
5,23.81084951417077,28.597748602412672
10,23.66719653069423,24.745914388208615
15,23.186949460581612,24.72158577005782
20,22.861038165781604,23.469572510852032
30,22.21671032682025,22.752137175733505
60,21.241958532697584,21.493760176935965
120,19.973922923741174,20.16475851537812
180,20.247827218743346,20.40740790680992
300,19.91068751090665,19.981599525998682
600,19.127189216087352,19.11855688904979
900,19.127189216087352,19.11855688904979
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
