windowSec,maxSpeedKmh,maxSpeedEqKmh
5,26.471541223267387,30.18452367732184
10,25.458209257798597,27.946625644184337
15,24.894931075499265,25.975859575693622
20,24.321576578696032,24.93094251677821
30,23.43160522388789,23.923469893026947
60,23.069286375153283,23.266046835749645
120,22.429318713603998,22.86186420898606
180,22.23481097358655,22.525656419247692
300,22.184800365706252,22.38717163636387
600,21.748807612571202,22.004465005222542
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
