windowSec,maxSpeedKmh,maxSpeedEqKmh
5,13.706187350464358,25.289137076296566
10,13.507647964340787,21.816920539278083
15,13.267745376024214,20.916746024451438
20,12.984547978680249,20.5691241910602
30,12.162585473103858,19.478720239605877
60,11.682807105036545,18.32791864658103
120,11.312082140500184,17.803756403625666
180,10.990349389361072,16.47369506275247
300,10.91146606660977,15.431458642191641
600,10.651657933131645,14.298547579919267
900,10.651657933131643,13.623214815870083
1200,10.175783758996383,13.581225946914419
1500,9.852809163593271,13.581225946914419
1800,9.63877768372159,13.581225946914419
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
