windowSec,maxSpeedKmh,maxSpeedEqKmh
5,23.820944106095972,30.599574196375624
10,23.515010358352185,25.21722814001486
15,22.80332481225212,23.649408844683293
20,22.595850113957507,23.295932934800128
30,22.122079940444994,22.849844506877037
60,20.304355916023084,20.584582206871538
120,19.643721573739512,19.666098478820516
180,19.467388086504684,19.401251027680637
300,19.057742490956475,18.878155555980634
600,,
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
