windowSec,maxSpeedKmh,maxSpeedEqKmh
5,17.878134930052227,18.81688951491202
10,17.751334071748424,17.84145623644179
15,17.618666069561055,17.78305890725597
20,17.52668260111911,17.7379586338541
30,17.21938319935905,17.50165211942195
60,16.50488636899644,16.323250647201576
120,16.17645266937685,15.756723257051531
180,14.758160715695722,14.489771179871106
300,13.653327442672886,13.656458029467059
600,13.017354852263324,12.838503577981776
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
