windowSec,maxSpeedKmh,maxSpeedEqKmh
5,26.224095828929205,31.316847895748133
10,25.355485764774848,28.189562804503527
15,24.837059688131724,26.215168248976088
20,24.845610390945545,25.81549855321858
30,24.090714476123253,24.832019419414397
60,22.38352961492072,22.71081089117375
120,21.395081657882482,21.750282233628297
180,19.78277325678911,20.051491920933284
300,19.78277325678911,20.051491920933284
600,14.115816232794945,14.122040693536226
900,14.115816232794945,14.122040693536226
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
