windowSec,maxSpeedKmh,maxSpeedEqKmh
5,23.100642776315823,29.07982884185943
10,22.3092384507192,25.519338747243307
15,22.23565659545117,23.49407072909659
20,22.08862480959795,22.6813421751796
30,21.45527496940207,22.10669710100313
60,20.030520891995774,20.42971770976193
120,19.115381595081935,19.38514874370248
180,18.858859295140203,18.980881336520792
300,18.72502197259183,18.674193184003048
600,17.981201433164433,18.069804729676452
900,17.981201433164433,18.069804729676452
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
