windowSec,maxSpeedKmh,maxSpeedEqKmh
5,12.323316601829898,12.414556418262558
10,12.222821808971792,11.90375734193791
15,12.029566710605282,11.583180735897121
20,11.786111996834517,11.455886036474936
30,11.344335524913706,11.315192119162086
60,10.889718609741168,11.074450211655329
120,10.769441242679994,11.003286545500856
180,10.698620003005917,10.988298959807679
300,10.574919680328046,10.816818553135384
600,,
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
