windowSec,maxSpeedKmh,maxSpeedEqKmh
5,17.911655278442957,33.53833530798086
10,17.573970948533212,26.68065748059401
15,17.128826869994523,26.101274898670972
20,16.711800952057548,25.82059000251571
30,16.2203355806899,25.114806200152305
60,14.298725995647011,24.728133763221354
120,13.045311085543052,21.49306288922123
180,12.56596690754634,18.764955986636057
300,12.174312573426837,18.43193448239531
600,11.499990125316184,16.253230355721662
900,11.33750600623915,16.283681969013564
1200,11.235686758028713,16.283681969013564
1500,11.13352741714583,16.254140496598755
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
