windowSec,maxSpeedKmh,maxSpeedEqKmh
5,25.44381732538772,28.067718730917665
10,24.50739268694238,26.08155038570137
15,23.658888895032497,24.923742588882867
20,22.995426918003115,23.65626792867429
30,22.533857616743408,22.88486889949538
60,21.3308719513244,21.80439600270121
120,19.95758091280523,20.063532181476862
180,18.71801809526806,18.721364964034045
300,18.662128874555794,18.59727053055203
600,17.04706602448488,17.062249983529277
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
