windowSec,maxSpeedKmh,maxSpeedEqKmh
5,12.933370139339171,16.252549881986695
10,12.867307336209858,15.081789621753817
15,12.786683101317713,13.989607059984126
20,12.702781979289146,13.506589417910359
30,12.551686707301057,12.926930873263908
60,12.252832681324135,12.471036360530606
120,11.754194728275733,12.024930813091803
180,11.66876602366526,11.875698488283732
300,11.360962394353447,11.858697371410019
600,11.012650394072628,11.232269283008014
900,10.757058138471914,11.016277686928845
1200,10.847484393764402,10.586304934500085
1500,10.502377384787556,10.513472223716082
1800,10.40504639120703,10.512944106876356
2100,10.40504639120703,10.512944106876356
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
