windowSec,maxSpeedKmh,maxSpeedEqKmh
5,6.28465833116683,7.581616251292317
10,6.192158396906221,7.309215676687806
15,5.928960031773834,7.096235537273412
20,5.879438202892945,6.322651983258796
30,5.6999045310709535,5.376812809767636
60,5.264246534048221,4.2864534114825075
120,4.43342580161305,3.5092337487565612
180,4.43342580161305,3.5092337487565612
300,3.3554338791579528,2.8352538541198524
600,3.251805156797452,2.747747959065429
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
