windowSec,maxSpeedKmh,maxSpeedEqKmh
5,14.298466721312135,18.05150639489883
10,13.895008497846721,15.748133139038814
15,13.36837798743707,14.033714157857387
20,13.079852669696034,13.40918056193079
30,12.878568486262555,12.860449767958558
60,12.293269354616884,12.300407353208577
120,12.104914204296437,12.15827991855463
180,12.113327642178483,12.010782429199212
300,11.88842018421945,11.64813024063507
600,11.494288861596491,11.425997765357359
900,11.439817488562634,11.292782329583885
1200,11.249671105138734,11.121710060818469
1500,11.161741592467559,11.087943597355354
1800,11.117359963753318,11.080007325833488
2100,11.117359963753318,11.080007325833488
2400,11.117359963753318,11.063079325099501
2700,11.117359963753318,11.063079325099501
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
