windowSec,maxSpeedKmh,maxSpeedEqKmh
5,24.80833381292496,28.930265128074996
10,24.070697598563235,25.870683028257588
15,22.470843161986192,24.25763900675518
20,21.671394705726538,22.685783209837247
30,21.275657439480504,21.385564839978706
60,20.61164279561087,20.52361861094068
120,19.760722636811575,19.8302376970411
180,19.578967103219675,19.597512895758292
300,18.306099355175434,18.2072519948819
600,16.927743836947194,16.63290070697578
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
