windowSec,maxSpeedKmh,maxSpeedEqKmh
5,23.97972115299225,27.95584324552737
10,22.518972393801278,24.857215558144514
15,22.24131565331571,22.790643285341012
20,22.32854853973044,22.995064082068737
30,22.03397702128719,22.489735724875906
60,20.12234249637414,20.313945950017164
120,19.79338578206865,19.936419442642286
180,18.834968839019588,19.023715198142913
300,18.71429373051059,18.832396366256337
600,14.98493793077575,15.100030516288053
900,14.278342819088165,14.36759160934787
1200,13.363185254102461,13.453515418557407
1500,12.93147110077308,12.979238507019385
1800,12.93147110077308,12.979238507019385
2100,12.93147110077308,12.979238507019385
2400,12.93147110077308,12.979238507019385
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
