windowSec,maxSpeedKmh,maxSpeedEqKmh
5,28.91802105294846,33.43413698838394
10,28.092970255396075,31.447323656969765
15,27.844012220506407,29.845386237956173
20,27.494616533457695,29.063700401356726
30,26.6777562955992,27.91668888325607
60,25.97975893416666,26.590354990763622
120,24.92672022207205,25.70116713266177
180,24.326680397753776,24.86810174429288
300,23.936131582174262,24.54325531352169
600,22.61718577065848,23.13034381595994
900,22.443891421650807,22.79659968770298
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
