windowSec,maxSpeedKmh,maxSpeedEqKmh
5,27.85125210669065,31.900236771737177
10,26.893181922561176,28.44739010966392
15,25.34873943581287,27.099905492932614
20,24.241375080768755,25.813770917578857
30,23.852886461659363,24.072116376778524
60,23.369397498991464,23.620306112217808
120,22.564710460650865,22.588464934960825
180,22.215097239989444,22.186693023957034
300,21.09919791282607,20.926749373459774
600,19.295033814685482,19.130006050640116
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
