windowSec,maxSpeedKmh,maxSpeedEqKmh
5,21.370824970236303,24.969069970826364
10,20.27840637642456,21.30520137222329
15,19.00836222214809,19.036433310144105
20,18.450485081450505,18.334323281600124
30,18.450485081450505,17.343101028118213
60,17.021512677693206,16.918191091477784
120,16.573112526592677,16.404449998738365
180,15.504416121130971,15.214357523286147
300,15.468169120580955,15.262183353127927
600,14.766472671450465,14.525645569158996
900,14.568471517835786,14.397673249315561
1200,13.671093766679212,13.541633195497004
1500,13.084792769066633,13.015586314855092
1800,13.003486876274513,12.971019034157793
2100,13.003486876274513,12.971019034157793
2400,13.003486876274513,12.971019034157793
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
