windowSec,maxSpeedKmh,maxSpeedEqKmh
5,23.717564625485128,27.02617230111024
10,23.254246122532074,24.272234487470747
15,22.543658371993835,23.740447756842908
20,22.123986069073062,22.99698103524758
30,20.85309425725786,21.38007505525887
60,20.491877635632427,20.741676897637184
120,18.586358551999687,18.882314673594163
180,17.41141633948543,17.574063311262968
300,17.13095296575107,17.36161682284516
600,11.256888444386846,11.479254024653974
900,10.157430668804773,10.356156483122097
1200,10.157430668804773,10.356156483122097
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
