windowSec,maxSpeedKmh,maxSpeedEqKmh
5,17.897309763128863,25.741383482043176
10,17.583518278171127,20.85775973926168
15,17.062209527327624,21.10184201829294
20,16.396089353874103,19.671924663664125
30,15.10497063236633,17.723346683771513
60,13.520485707136624,16.436635601533432
120,12.538894651505336,14.64236368958473
180,12.118430411597586,13.799961073135965
300,11.73015732239471,12.346964998109561
600,,
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
