windowSec,maxSpeedKmh,maxSpeedEqKmh
5,24.78123639752445,33.37168668750399
10,23.765744728638158,29.829356004988846
15,23.36557557507557,27.65704591498727
20,22.943883015901797,26.62984001079662
30,22.460543475774,25.193650143981106
60,21.12853477977453,22.924409491460672
120,20.27613672051725,22.17004574939711
180,19.964943220114126,20.832725679706236
300,19.853715127986824,20.692747958470687
600,19.34484306367924,19.942886198071125
900,,
1200,,
1500,,
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
