windowSec,maxSpeedKmh,maxSpeedEqKmh
5,12.085001625500272,15.447325665224966
10,11.927788025460796,15.32671772836677
15,11.747132110439878,15.022608082565595
20,11.68987494611029,14.823230619873815
30,11.618464732313925,14.096037599553991
60,11.561267130475326,13.198291915932263
120,11.243949811414213,12.352137449643406
180,11.11727504225584,11.732857050122544
300,11.02450741819965,11.61449306024635
600,10.900312711341341,11.280555149119749
900,10.899640417736988,11.05734157237228
1200,10.870195401202025,11.05734157237228
1500,10.870195401202025,11.05734157237228
1800,,
2100,,
2400,,
2700,,
3000,,
3300,,
3600,,
4500,,
5400,,
7200,,
9000,,
12600,,
14400,,
18000,,
21600,,
23400,,
27000,,
30600,,
34200,,
36000,,
45000,,
54000,,
72000,,
90000,,
